date,store_id,product_id,category,price,purchase_cost,units_sold,stock_on_hand,stock_received,reorder_flag,stockout_flag,holding_cost,revenue,cost,promotion_flag,lead_time,day_of_week,month
2024-01-28,36,11,Grocery,142.8,84.6,5,11,3,0,0,0.6000000000000001,714.0,423.0,0,4,6,1
2023-11-26,39,363,Toys,87.02,55.33,3,10,6,0,0,0.7000000000000001,261.06,165.99,0,4,6,11
2023-03-08,11,137,Clothing,44.7,38.73,4,13,1,0,0,0.9,178.8,154.92,0,4,2,3
2023-06-10,9,79,Toys,176.66,99.71,3,5,3,1,0,0.2,529.98,299.13,0,3,5,6
2023-12-31,40,383,Toys,58.45,39.42,3,22,3,0,0,1.9000000000000001,175.35000000000002,118.26,0,1,6,12
2024-06-03,12,123,Health,82.87,63.75,3,19,7,0,0,1.6,248.61,191.25,0,4,0,6
2023-12-25,20,126,Health,88.09,57.91,15,24,3,0,0,0.9,1321.3500000000001,868.65,1,3,0,12
2023-12-28,25,196,Health,14.76,11.96,5,18,2,0,0,1.3,73.8,59.800000000000004,0,7,3,12
2023-06-03,23,368,Clothing,10.64,5.35,7,22,4,0,0,1.5,74.48,37.449999999999996,1,7,5,6
2023-07-19,30,409,Electronics,55.13,31.26,8,22,7,0,0,1.4000000000000001,441.04,250.08,0,6,2,7
2023-04-09,37,365,Electronics,64.43,41.11,8,17,1,0,0,0.9,515.44,328.88,0,1,6,4
2024-04-29,50,488,Grocery,85.42,44.52,3,16,3,0,0,1.3,256.26,133.56,0,6,0,4
2023-12-29,46,348,Health,67.02,43.73,10,25,9,0,0,1.5,670.1999999999999,437.29999999999995,0,6,4,12
2024-09-11,43,283,Health,41.41,21.24,7,8,4,1,0,0.1,289.87,148.67999999999998,0,2,2,9
2023-11-13,41,288,Toys,168.41,97.96,12,23,2,0,0,1.1,2020.92,1175.52,1,3,0,11
2024-05-11,13,219,Clothing,137.46,70.54,8,20,4,0,0,1.2000000000000002,1099.68,564.32,0,7,5,5
2023-07-13,35,69,Grocery,96.29,80.27,7,23,2,0,0,1.6,674.0300000000001,561.89,0,3,3,7
2023-08-05,28,109,Clothing,133.12,96.83,7,25,1,0,0,1.8,931.84,677.81,0,5,5,8
2024-08-15,40,423,Home Appliances,53.04,28.5,5,6,5,1,0,0.1,265.2,142.5,0,6,3,8
2024-06-07,8,191,Toys,100.76,55.48,3,7,5,1,0,0.4,302.28000000000003,166.44,1,7,4,6
2024-11-28,17,337,Health,95.48,47.89,4,11,8,0,0,0.7000000000000001,381.92,191.56,0,2,3,11
2023-01-15,33,229,Clothing,20.39,15.18,4,8,0,1,0,0.4,81.56,60.72,0,1,6,1
2023-01-24,30,428,Health,20.72,14.61,9,16,9,0,0,0.7000000000000001,186.48,131.49,0,7,1,1
2024-04-25,28,448,Health,41.15,36.94,4,21,3,0,0,1.7000000000000002,164.6,147.76,0,7,3,4
2023-01-30,43,135,Grocery,103.16,78.86,6,7,9,1,0,0.1,618.96,473.15999999999997,0,7,0,1
2024-10-05,40,77,Clothing,104.86,69.78,7,20,0,0,0,1.3,734.02,488.46000000000004,0,3,5,10
2023-04-01,3,182,Electronics,163.17,87.03,5,22,6,0,0,1.7000000000000002,815.8499999999999,435.15,0,2,5,4
2024-08-05,8,88,Grocery,9.56,5.34,4,17,5,0,0,1.3,38.24,21.36,1,7,0,8
2024-03-14,11,356,Home Appliances,91.75,53.62,11,28,7,0,0,1.7000000000000002,1009.25,589.8199999999999,0,6,3,3
2024-12-11,13,345,Electronics,132.25,76.66,16,16,8,0,0,0.0,2116.0,1226.56,1,3,2,12
2023-11-28,1,141,Electronics,66.96,36.24,8,10,3,0,0,0.2,535.68,289.92,0,4,1,11
2023-10-02,15,269,Health,113.77,70.04,6,21,4,0,0,1.5,682.62,420.24,0,5,0,10
2023-02-17,26,240,Grocery,158.88,97.65,3,5,5,1,0,0.2,476.64,292.95000000000005,0,6,4,2
2023-03-07,30,229,Clothing,18.54,15.18,6,16,5,0,0,1.0,111.24,91.08,0,3,1,3
2024-03-11,12,201,Grocery,123.63,96.44,10,20,1,0,0,1.0,1236.3,964.4,1,2,0,3
2024-05-05,20,129,Toys,77.39,53.28,7,12,6,0,0,0.5,541.73,372.96000000000004,0,1,6,5
2024-03-18,12,225,Toys,97.81,66.54,9,11,6,0,0,0.2,880.29,598.86,0,7,0,3
2024-03-04,20,98,Toys,59.5,48.41,4,11,4,0,0,0.7000000000000001,238.0,193.64,0,3,0,3
2024-09-14,3,204,Home Appliances,12.4,7.07,3,12,8,0,0,0.9,37.2,21.21,0,5,5,9
2023-04-07,30,280,Toys,88.71,75.31,5,11,2,0,0,0.6000000000000001,443.54999999999995,376.55,0,6,4,4
2024-09-16,6,44,Clothing,14.37,8.44,6,6,4,1,0,0.0,86.22,50.64,0,1,0,9
2023-01-06,10,84,Clothing,33.22,19.79,13,26,3,0,0,1.3,431.86,257.27,1,4,4,1
2024-05-22,39,455,Home Appliances,111.99,74.96,8,12,8,0,0,0.4,895.92,599.68,0,7,2,5
2023-03-01,46,88,Grocery,10.05,5.34,4,18,5,0,0,1.4000000000000001,40.2,21.36,1,2,2,3
2023-10-07,16,371,Grocery,41.76,36.54,13,17,5,0,0,0.4,542.88,475.02,1,5,5,10
2024-03-19,17,124,Home Appliances,128.46,65.47,9,18,9,0,0,0.9,1156.14,589.23,0,1,1,3
2023-01-22,8,126,Health,114.53,57.91,6,24,2,0,0,1.8,687.1800000000001,347.46,0,2,6,1
2023-06-12,12,240,Grocery,109.21,97.65,4,5,1,1,0,0.1,436.84,390.6,0,5,0,6
2023-07-31,13,452,Home Appliances,15.53,12.32,7,22,6,0,0,1.5,108.71,86.24000000000001,0,3,0,7
2023-06-22,30,185,Home Appliances,119.5,66.51,5,14,2,0,0,0.9,597.5,332.55,0,7,3,6
2024-10-11,42,137,Clothing,55.01,38.73,4,13,9,0,0,0.9,220.04,154.92,0,6,4,10
2024-08-11,8,95,Clothing,59.0,44.27,5,17,3,0,0,1.2000000000000002,295.0,221.35000000000002,0,7,6,8
2024-06-20,14,487,Clothing,19.13,11.84,6,19,8,0,0,1.3,114.78,71.03999999999999,0,4,3,6
2024-01-01,48,339,Clothing,80.42,62.34,7,19,3,0,0,1.2000000000000002,562.94,436.38,0,4,0,1
2023-01-16,37,411,Clothing,125.87,72.05,3,4,8,1,0,0.1,377.61,216.14999999999998,0,4,0,1
2023-02-28,44,287,Health,58.44,33.29,6,11,2,0,0,0.5,350.64,199.74,1,1,1,2
2023-02-24,20,475,Home Appliances,154.53,79.52,1,12,6,0,0,1.1,154.53,79.52,0,1,4,2
2024-07-21,2,373,Toys,119.02,81.83,7,12,3,0,0,0.5,833.14,572.81,0,1,6,7
2023-08-05,45,388,Toys,96.78,64.14,5,10,4,0,0,0.5,483.9,320.7,0,7,5,8
2023-10-06,12,398,Electronics,113.25,77.46,1,17,3,0,0,1.6,113.25,77.46,0,1,4,10
2024-12-11,23,270,Home Appliances,125.64,77.09,4,15,1,0,0,1.1,502.56,308.36,0,7,2,12
2024-01-29,47,105,Health,101.05,75.12,5,23,9,0,0,1.8,505.25,375.6,0,3,0,1
2023-02-28,27,103,Grocery,90.79,49.32,5,7,0,1,0,0.2,453.95000000000005,246.6,0,7,1,2
2024-03-12,26,463,Health,94.22,57.95,3,5,1,1,0,0.2,282.65999999999997,173.85000000000002,0,2,1,3
2024-07-11,18,407,Grocery,136.33,88.49,2,10,8,0,0,0.8,272.66,176.98,0,3,3,7
2023-08-24,35,397,Grocery,167.3,88.58,9,19,7,0,0,1.0,1505.7,797.22,1,4,3,8
2023-12-28,47,291,Grocery,121.52,92.63,4,11,7,0,0,0.7000000000000001,486.08,370.52,0,3,3,12
2023-07-09,14,235,Clothing,57.29,44.91,7,10,2,0,0,0.30000000000000004,401.03,314.37,0,2,6,7
2023-11-14,36,65,Electronics,60.27,31.07,2,9,5,1,0,0.7000000000000001,120.54,62.14,0,1,1,11
2023-09-11,42,356,Home Appliances,63.92,53.62,4,22,1,0,0,1.8,255.68,214.48,0,4,0,9
2024-02-13,27,59,Electronics,48.21,34.64,5,15,1,0,0,1.0,241.05,173.2,0,5,1,2
2024-11-01,49,499,Electronics,88.86,51.14,7,9,8,1,0,0.2,622.02,357.98,0,6,4,11
2024-06-04,50,426,Home Appliances,117.45,82.77,9,9,3,1,0,0.0,1057.05,744.93,0,3,1,6
2023-03-31,34,195,Electronics,138.25,98.71,8,19,9,0,0,1.1,1106.0,789.68,0,2,4,3
2023-03-08,10,164,Electronics,120.45,66.24,3,3,5,1,0,0.0,361.35,198.71999999999997,0,2,2,3
2024-01-16,24,421,Health,70.15,61.06,5,7,8,1,0,0.2,350.75,305.3,0,4,1,1
2024-06-18,9,204,Home Appliances,13.04,7.07,4,8,8,1,0,0.4,52.16,28.28,0,6,1,6
2023-02-16,28,244,Toys,15.25,12.59,4,8,0,1,0,0.4,61.0,50.36,0,5,3,2
2024-01-08,50,210,Electronics,54.91,28.4,2,7,4,1,0,0.5,109.82,56.8,0,4,0,1
2023-02-01,41,126,Health,88.06,57.91,7,19,7,0,0,1.2000000000000002,616.4200000000001,405.37,0,2,2,2
2024-01-07,21,282,Home Appliances,122.07,78.15,9,18,2,0,0,0.9,1098.6299999999999,703.35,1,7,6,1
2023-09-01,20,45,Electronics,14.37,7.69,6,9,4,1,0,0.30000000000000004,86.22,46.14,0,7,4,9
2023-12-08,31,119,Home Appliances,29.74,17.45,4,23,8,0,0,1.9000000000000001,118.96,69.8,0,7,4,12
2024-06-03,27,11,Grocery,102.91,84.6,2,20,3,0,0,1.8,205.82,169.2,0,1,0,6
2023-10-29,5,489,Grocery,49.45,24.77,8,11,3,0,0,0.30000000000000004,395.6,198.16,0,3,6,10
2024-01-29,13,46,Health,18.27,9.75,4,21,9,0,0,1.7000000000000002,73.08,39.0,0,3,0,1
2024-12-13,41,449,Health,136.97,91.34,5,6,2,1,0,0.1,684.85,456.70000000000005,0,3,4,12
2024-06-07,13,144,Health,19.61,13.49,6,25,6,0,0,1.9000000000000001,117.66,80.94,1,5,4,6
2023-10-09,1,428,Health,19.11,14.61,4,6,3,1,0,0.2,76.44,58.44,0,7,0,10
2023-12-21,41,377,Clothing,119.08,98.43,9,26,9,0,0,1.7000000000000002,1071.72,885.8700000000001,1,6,3,12
2023-04-05,38,17,Electronics,22.32,13.26,7,18,2,0,0,1.1,156.24,92.82,0,7,2,4
2023-01-25,48,374,Toys,69.58,47.8,1,18,9,0,0,1.7000000000000002,69.58,47.8,0,2,2,1
2023-01-11,43,383,Toys,73.43,39.42,3,14,1,0,0,1.1,220.29000000000002,118.26,0,5,2,1
2023-01-08,35,190,Toys,70.65,36.8,3,17,9,0,0,1.4000000000000001,211.95000000000002,110.39999999999999,0,4,6,1
2024-01-05,24,364,Grocery,49.19,26.13,7,10,7,0,0,0.30000000000000004,344.33,182.91,0,1,4,1
2023-12-30,35,415,Toys,19.17,9.83,7,8,9,1,0,0.1,134.19,68.81,0,7,5,12
2023-07-01,11,431,Clothing,160.65,80.99,5,13,5,0,0,0.8,803.25,404.95,0,6,5,7
2024-10-25,29,111,Grocery,11.58,6.39,13,17,8,0,0,0.4,150.54,83.07,0,4,4,10
2023-12-08,50,37,Grocery,135.28,97.69,2,7,3,1,0,0.5,270.56,195.38,0,6,4,12
2024-01-24,4,486,Clothing,186.34,93.42,13,30,9,0,0,1.7000000000000002,2422.42,1214.46,0,7,2,1
2023-02-24,3,287,Health,49.82,33.29,2,9,6,1,0,0.7000000000000001,99.64,66.58,0,7,4,2
2024-08-16,33,250,Home Appliances,11.44,9.25,7,14,9,0,0,0.7000000000000001,80.08,64.75,0,3,4,8
2023-07-23,34,163,Grocery,138.66,78.4,7,23,8,0,0,1.6,970.62,548.8000000000001,1,6,6,7
2023-12-19,40,79,Toys,116.75,99.71,4,23,9,0,0,1.9000000000000001,467.0,398.84,0,3,1,12
2024-08-30,29,336,Clothing,71.33,40.86,2,17,8,0,0,1.5,142.66,81.72,0,5,4,8
2023-11-19,7,106,Health,48.92,25.49,6,11,9,0,0,0.5,293.52,152.94,0,5,6,11
2024-05-08,35,319,Electronics,171.97,93.79,3,19,6,0,0,1.6,515.91,281.37,0,2,2,5
2024-07-15,23,350,Electronics,74.85,61.15,7,11,8,0,0,0.4,523.9499999999999,428.05,0,5,0,7
2023-09-15,10,225,Toys,112.5,66.54,2,12,8,0,0,1.0,225.0,133.08,0,1,4,9
2023-10-05,6,114,Clothing,69.51,53.4,6,25,7,0,0,1.9000000000000001,417.06000000000006,320.4,0,5,3,10
2023-01-07,28,437,Grocery,143.43,82.88,7,15,2,0,0,0.8,1004.01,580.16,0,1,5,1
2024-11-21,6,439,Clothing,61.98,43.54,6,19,6,0,0,1.3,371.88,261.24,1,4,3,11
2024-02-10,11,408,Grocery,34.83,28.03,3,4,8,1,0,0.1,104.49,84.09,0,1,5,2
2024-11-29,16,387,Toys,38.71,30.2,6,9,5,1,0,0.30000000000000004,232.26,181.2,0,1,4,11
2023-10-03,33,85,Grocery,90.01,45.79,3,13,6,0,0,1.0,270.03000000000003,137.37,0,4,1,10
2023-05-25,1,221,Grocery,64.52,32.64,3,19,3,0,0,1.6,193.56,97.92,0,5,3,5
2023-07-30,14,227,Electronics,80.54,54.9,9,22,2,0,0,1.3,724.86,494.09999999999997,1,1,6,7
2024-12-02,49,331,Health,76.8,41.84,6,12,7,0,0,0.6000000000000001,460.79999999999995,251.04000000000002,0,4,0,12
2023-07-22,12,449,Health,112.19,91.34,6,14,1,0,0,0.8,673.14,548.04,0,7,5,7
2024-09-06,47,29,Health,75.87,57.16,6,13,4,0,0,0.7000000000000001,455.22,342.96,1,2,4,9
2024-12-13,33,110,Electronics,196.83,98.76,16,30,2,0,0,1.4000000000000001,3149.28,1580.16,1,5,4,12
2023-03-03,6,320,Home Appliances,22.81,17.72,4,18,8,0,0,1.4000000000000001,91.24,70.88,0,2,4,3
2024-08-06,48,310,Electronics,108.16,70.13,5,16,4,0,0,1.1,540.8,350.65,0,4,1,8
2024-01-27,28,114,Clothing,78.1,53.4,7,18,6,0,0,1.1,546.6999999999999,373.8,0,3,5,1
2024-10-11,37,10,Grocery,51.9,28.73,2,13,0,0,0,1.1,103.8,57.46,0,1,4,10
2023-12-01,11,198,Grocery,124.04,65.01,8,16,5,0,0,0.8,992.32,520.08,0,3,4,12
2023-09-30,27,35,Health,27.32,17.89,9,22,9,0,0,1.3,245.88,161.01,1,5,5,9
2023-11-15,18,161,Health,79.06,47.25,6,10,4,0,0,0.4,474.36,283.5,0,5,2,11
2024-05-27,49,255,Clothing,134.7,91.57,7,8,7,1,0,0.1,942.8999999999999,640.99,0,6,0,5
2023-05-29,14,442,Grocery,141.52,91.88,7,14,4,0,0,0.7000000000000001,990.6400000000001,643.16,0,1,0,5
2023-10-05,44,43,Clothing,72.06,44.11,5,5,3,1,0,0.0,360.3,220.55,0,2,3,10
2023-09-25,34,485,Grocery,79.56,51.39,5,24,4,0,0,1.9000000000000001,397.8,256.95,0,4,0,9
2023-02-13,50,130,Clothing,167.51,92.3,3,17,2,0,0,1.4000000000000001,502.53,276.9,0,6,0,2
2023-04-08,38,183,Home Appliances,57.1,35.84,4,20,0,0,0,1.6,228.4,143.36,1,7,5,4
2023-12-23,28,389,Health,55.88,29.79,4,16,9,0,0,1.2000000000000002,223.52,119.16,0,7,5,12
2023-07-19,1,197,Electronics,163.94,97.15,3,6,8,1,0,0.30000000000000004,491.82,291.45000000000005,0,1,2,7
2023-04-16,20,205,Clothing,8.36,5.5,6,23,5,0,0,1.7000000000000002,50.16,33.0,0,4,6,4
2024-08-23,20,175,Clothing,27.62,18.7,4,13,6,0,0,0.9,110.48,74.8,0,5,4,8
2023-08-01,5,393,Health,44.77,36.5,2,7,1,1,0,0.5,89.54,73.0,0,3,1,8
2024-02-21,1,481,Electronics,23.26,15.57,5,7,3,1,0,0.2,116.30000000000001,77.85,0,6,2,2
2024-07-09,45,169,Clothing,97.45,66.44,5,14,1,0,0,0.9,487.25,332.2,0,5,1,7
2024-01-22,36,474,Toys,45.63,37.16,16,28,2,0,0,1.2000000000000002,730.08,594.56,1,7,0,1
2024-10-09,3,449,Health,126.32,91.34,5,18,0,0,0,1.3,631.5999999999999,456.70000000000005,0,5,2,10
2023-06-18,45,294,Health,59.17,38.24,3,5,1,1,0,0.2,177.51,114.72,0,6,6,6
2024-08-11,7,166,Home Appliances,32.5,24.47,10,20,8,0,0,1.0,325.0,244.7,0,2,6,8
2024-08-18,49,251,Home Appliances,31.31,21.03,4,16,5,0,0,1.2000000000000002,125.24,84.12,1,3,6,8
2023-10-11,24,26,Grocery,143.42,84.79,3,9,0,1,0,0.6000000000000001,430.26,254.37,0,7,2,10
2024-08-16,10,100,Health,25.32,14.87,9,12,0,0,0,0.30000000000000004,227.88,133.82999999999998,1,2,4,8
2023-01-06,48,303,Grocery,175.29,88.34,7,25,8,0,0,1.8,1227.03,618.38,1,7,4,1
2024-01-28,42,349,Toys,154.75,97.94,8,26,3,0,0,1.8,1238.0,783.52,0,7,6,1
2023-06-01,37,24,Clothing,63.36,38.23,5,12,9,0,0,0.7000000000000001,316.8,191.14999999999998,0,7,3,6
2024-10-01,32,19,Home Appliances,118.19,77.78,5,17,1,0,0,1.2000000000000002,590.95,388.9,0,7,1,10
2023-03-11,40,353,Health,80.04,49.04,6,21,2,0,0,1.5,480.24,294.24,0,1,5,3
2023-02-21,44,281,Toys,125.93,97.81,9,16,1,0,0,0.7000000000000001,1133.3700000000001,880.29,1,1,1,2
2024-07-06,6,148,Health,82.61,72.6,7,8,6,1,0,0.1,578.27,508.19999999999993,0,6,5,7
2023-06-30,26,233,Home Appliances,17.84,12.86,4,5,0,1,0,0.1,71.36,51.44,0,2,4,6
2023-12-08,39,119,Home Appliances,19.36,17.45,6,7,8,1,0,0.1,116.16,104.69999999999999,0,7,4,12
2024-02-28,8,292,Electronics,20.36,15.69,4,15,9,0,0,1.1,81.44,62.76,0,4,2,2
2023-04-16,12,309,Health,34.29,25.54,6,16,4,0,0,1.0,205.74,153.24,0,1,6,4
2023-06-17,50,327,Clothing,62.25,44.39,4,18,5,0,0,1.4000000000000001,249.0,177.56,0,6,5,6
2024-11-28,44,257,Toys,134.28,83.4,7,24,3,0,0,1.7000000000000002,939.96,583.8000000000001,0,7,3,11
2024-07-29,18,58,Grocery,129.99,69.02,7,23,8,0,0,1.6,909.9300000000001,483.14,0,6,0,7
2024-07-05,3,71,Toys,30.37,18.54,4,7,7,1,0,0.30000000000000004,121.48,74.16,0,5,4,7
2023-06-08,8,443,Grocery,64.53,40.43,4,8,9,1,0,0.4,258.12,161.72,0,3,3,6
2023-04-11,39,211,Home Appliances,95.45,85.04,7,25,6,0,0,1.8,668.15,595.2800000000001,0,2,1,4
2024-07-11,13,62,Home Appliances,50.37,43.99,9,25,1,0,0,1.6,453.33,395.91,0,6,3,7
2024-12-24,41,91,Grocery,139.8,72.21,8,14,4,0,0,0.6000000000000001,1118.4,577.68,0,4,1,12
2024-10-05,10,381,Electronics,129.33,83.35,2,16,0,0,0,1.4000000000000001,258.66,166.7,0,1,5,10
2023-05-16,1,496,Health,9.85,7.48,6,16,5,0,0,1.0,59.099999999999994,44.88,1,5,1,5
2023-09-15,42,409,Electronics,54.81,31.26,5,11,8,0,0,0.6000000000000001,274.05,156.3,0,6,4,9
2024-03-16,21,156,Toys,131.63,80.37,9,11,2,0,0,0.2,1184.67,723.33,1,7,5,3
2024-09-01,45,250,Home Appliances,17.92,9.25,5,6,8,1,0,0.1,89.60000000000001,46.25,0,7,6,9
2024-11-30,3,23,Clothing,155.04,93.01,12,18,2,0,0,0.6000000000000001,1860.48,1116.1200000000001,1,3,5,11
2024-09-02,25,70,Grocery,49.02,30.39,3,19,2,0,0,1.6,147.06,91.17,0,7,0,9
2023-02-03,38,437,Grocery,140.25,82.88,1,15,1,0,0,1.4000000000000001,140.25,82.88,0,5,4,2
2023-05-09,36,144,Health,26.0,13.49,5,20,3,0,0,1.5,130.0,67.45,0,4,1,5
2023-12-04,15,304,Electronics,90.8,68.3,4,12,2,0,0,0.8,363.2,273.2,0,1,0,12
2023-05-24,31,484,Clothing,102.13,85.23,5,13,6,0,0,0.8,510.65,426.15000000000003,0,3,2,5
2023-10-28,36,179,Grocery,69.99,37.75,8,9,5,1,0,0.1,559.92,302.0,0,6,5,10
2023-11-15,8,84,Clothing,31.88,19.79,1,18,8,0,0,1.7000000000000002,31.88,19.79,0,3,2,11
2023-11-29,9,180,Electronics,36.04,30.56,3,20,5,0,0,1.7000000000000002,108.12,91.67999999999999,0,5,2,11
2024-07-04,30,217,Grocery,90.54,62.75,4,12,9,0,0,0.8,362.16,251.0,0,5,3,7
2024-02-12,27,146,Grocery,159.96,80.79,5,19,8,0,0,1.4000000000000001,799.8000000000001,403.95000000000005,0,4,0,2
2023-03-17,12,354,Clothing,51.58,38.02,5,21,2,0,0,1.6,257.9,190.10000000000002,0,5,4,3
2023-09-10,4,224,Toys,120.38,82.93,6,9,9,1,0,0.30000000000000004,722.28,497.58000000000004,1,3,6,9
2023-01-19,27,273,Toys,158.62,95.18,6,15,1,0,0,0.9,951.72,571.08,0,1,3,1
2023-11-28,10,388,Toys,98.33,64.14,7,12,9,0,0,0.5,688.31,448.98,1,4,1,11
2024-08-30,40,334,Health,78.69,62.49,6,14,8,0,0,0.8,472.14,374.94,1,6,4,8
2024-12-20,35,94,Home Appliances,106.73,63.95,2,9,5,1,0,0.7000000000000001,213.46,127.9,0,2,4,12
2023-04-20,4,395,Electronics,183.43,92.84,4,11,5,0,0,0.7000000000000001,733.72,371.36,0,5,3,4
2024-10-24,23,280,Toys,98.71,75.31,5,19,2,0,0,1.4000000000000001,493.54999999999995,376.55,0,1,3,10
2024-09-18,8,270,Home Appliances,110.22,77.09,9,12,9,0,0,0.30000000000000004,991.98,693.8100000000001,1,3,2,9
2024-07-26,13,311,Toys,51.96,45.58,9,28,1,0,0,1.9000000000000001,467.64,410.21999999999997,1,2,4,7
2023-02-04,50,452,Home Appliances,20.54,12.32,5,11,8,0,0,0.6000000000000001,102.69999999999999,61.6,0,2,5,2
2024-04-24,13,129,Toys,73.48,53.28,6,16,8,0,0,1.0,440.88,319.68,0,5,2,4
2024-09-18,12,28,Health,54.2,35.4,6,19,3,0,0,1.3,325.20000000000005,212.39999999999998,0,1,2,9
2023-02-01,15,72,Toys,138.54,75.63,4,18,3,0,0,1.4000000000000001,554.16,302.52,0,1,2,2
2023-05-15,49,4,Electronics,102.89,76.07,6,22,1,0,0,1.6,617.34,456.41999999999996,0,2,0,5
2024-02-16,10,46,Health,14.4,9.75,5,22,5,0,0,1.7000000000000002,72.0,48.75,0,1,4,2
2024-07-12,25,7,Clothing,83.82,44.08,5,21,3,0,0,1.6,419.09999999999997,220.39999999999998,0,3,4,7
2024-03-10,15,154,Clothing,170.44,90.38,2,5,5,1,0,0.30000000000000004,340.88,180.76,0,3,6,3
2023-11-07,34,370,Home Appliances,46.03,25.63,2,17,8,0,0,1.5,92.06,51.26,0,1,1,11
2024-08-08,35,394,Grocery,146.76,98.99,8,10,1,0,0,0.2,1174.08,791.92,0,6,3,8
2024-09-05,36,33,Grocery,40.07,34.62,2,11,9,0,0,0.9,80.14,69.24,0,2,3,9
2023-06-07,47,264,Electronics,154.38,90.25,2,3,3,1,0,0.1,308.76,180.5,0,1,2,6
2023-09-21,9,358,Electronics,55.07,31.89,6,19,3,0,0,1.3,330.42,191.34,0,6,3,9
2023-07-01,13,343,Toys,110.5,99.87,7,11,6,0,0,0.4,773.5,699.09,0,7,5,7
2023-08-27,44,178,Clothing,131.08,79.38,6,22,1,0,0,1.6,786.48,476.28,0,7,6,8
2024-09-15,30,364,Grocery,50.69,26.13,4,4,2,1,0,0.0,202.76,104.52,0,4,6,9
2023-01-12,42,218,Home Appliances,55.56,30.81,10,29,2,0,0,1.9000000000000001,555.6,308.09999999999997,0,4,3,1
2024-01-11,10,263,Grocery,28.6,20.99,4,5,8,1,0,0.1,114.4,83.96,0,3,3,1
2023-02-22,30,335,Grocery,105.16,71.9,4,20,5,0,0,1.6,420.64,287.6,0,1,2,2
2024-06-25,1,6,Electronics,19.18,10.02,3,22,2,0,0,1.9000000000000001,57.54,30.06,0,5,1,6
2024-04-03,40,249,Clothing,80.07,47.16,5,20,7,0,0,1.5,400.34999999999997,235.79999999999998,0,1,2,4
2023-04-30,27,58,Grocery,79.51,69.02,6,17,3,0,0,1.1,477.06000000000006,414.12,0,2,6,4
2024-08-24,18,262,Home Appliances,72.87,48.05,16,20,3,0,0,0.4,1165.92,768.8,1,1,5,8
2023-09-07,49,27,Electronics,27.15,14.81,4,16,1,0,0,1.2000000000000002,108.6,59.24,0,2,3,9
2024-04-08,21,91,Grocery,107.66,72.21,6,23,3,0,0,1.7000000000000002,645.96,433.26,0,6,0,4
2024-12-16,39,81,Grocery,84.24,57.13,4,11,3,0,0,0.7000000000000001,336.96,228.52,0,5,0,12
2024-12-23,32,107,Clothing,166.9,89.96,8,10,7,0,0,0.2,1335.2,719.68,0,5,0,12
2024-06-18,9,339,Clothing,119.1,62.34,5,9,3,1,0,0.4,595.5,311.70000000000005,0,7,1,6
2023-10-02,26,344,Electronics,138.04,73.61,4,8,2,1,0,0.4,552.16,294.44,0,3,0,10
2023-02-03,50,353,Health,65.28,49.04,4,11,2,0,0,0.7000000000000001,261.12,196.16,0,4,4,2
2023-03-15,21,3,Clothing,53.44,47.26,10,29,1,0,0,1.9000000000000001,534.4,472.59999999999997,0,2,2,3
2024-07-30,20,401,Electronics,163.31,92.42,8,24,4,0,0,1.6,1306.48,739.36,0,7,1,7
2023-08-26,11,336,Clothing,74.75,40.86,8,14,7,0,0,0.6000000000000001,598.0,326.88,0,3,5,8
2023-10-04,18,472,Grocery,85.63,73.48,3,18,5,0,0,1.5,256.89,220.44,0,4,2,10
2023-12-13,37,79,Toys,115.64,99.71,4,17,7,0,0,1.3,462.56,398.84,0,3,2,12
2023-05-29,48,310,Electronics,80.28,70.13,8,13,1,0,0,0.5,642.24,561.04,0,4,0,5
2024-11-08,21,147,Clothing,95.62,74.08,7,20,2,0,0,1.3,669.34,518.56,0,3,4,11
2023-01-03,31,134,Clothing,108.54,74.87,3,9,5,1,0,0.6000000000000001,325.62,224.61,0,3,1,1
2024-08-06,2,368,Clothing,7.83,5.35,3,17,4,0,0,1.4000000000000001,23.490000000000002,16.049999999999997,0,3,1,8
2023-05-09,30,157,Toys,60.59,52.19,10,19,1,0,0,0.9,605.9000000000001,521.9,1,2,1,5
2024-07-21,47,49,Toys,58.77,34.82,0,1,3,1,0,0.1,0.0,0.0,0,1,6,7
2023-09-02,5,88,Grocery,9.86,5.34,9,10,7,0,0,0.1,88.74,48.06,1,7,5,9
2023-03-28,19,273,Toys,121.48,95.18,7,20,2,0,0,1.3,850.36,666.26,0,6,1,3
2024-04-07,18,230,Toys,53.75,36.2,6,15,9,0,0,0.9,322.5,217.20000000000002,1,7,6,4
2024-11-28,9,63,Electronics,87.26,73.42,7,23,1,0,0,1.6,610.82,513.94,0,4,3,11
2023-01-10,28,135,Grocery,122.95,78.86,6,6,2,1,0,0.0,737.7,473.15999999999997,0,2,1,1
2024-02-20,1,102,Electronics,107.32,95.31,7,7,6,1,0,0.0,751.24,667.1700000000001,0,3,1,2
2023-11-22,50,49,Toys,54.27,34.82,14,21,2,0,0,0.7000000000000001,759.7800000000001,487.48,1,3,2,11
2023-09-05,10,291,Grocery,107.43,92.63,3,15,7,0,0,1.2000000000000002,322.29,277.89,0,3,1,9
2024-02-08,27,270,Home Appliances,103.91,77.09,3,19,0,0,0,1.6,311.73,231.27,0,7,3,2
